date,day_of_week,weather,menu_item,food_category,meal_time,amount_cooked_kg,amount_consumed_kg,food_waste_kg
2024-07-15,Monday,Heavy Rain,Mix Veg,Dry Veg,Lunch,51.77,37.93,13.84
2024-07-15,Monday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,52.44,30.65,21.79
2024-07-16,Tuesday,Light Rain,Jeera Rice,Rice,Lunch,46.51,34.09,12.42
2024-07-17,Wednesday,Clear,Plain Roti,Bread/Roti,Lunch,42.23,32.7,9.53
2024-07-18,Thursday,Clear,Poha,Other,Dinner,41.08,38.54,2.54
2024-07-18,Thursday,Clear,Mix Veg,Dry Veg,Lunch,55.21,39.84,15.37
2024-07-18,Thursday,Clear,Mix Veg,Dry Veg,Dinner,51.38,31.9,19.48
2024-07-19,Friday,Light Rain,Jeera Rice,Rice,Lunch,51.25,46.41,4.84
2024-07-20,Saturday,Heavy Rain,Poha,Other,Breakfast,42.35,28.5,13.85
2024-07-20,Saturday,Heavy Rain,Poha,Other,Breakfast,54.01,35.69,18.33
2024-07-20,Saturday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,48.57,18.06,30.52
2024-07-21,Sunday,Clear,Aloo Gobhi,Dry Veg,Lunch,59.09,45.07,14.02
2024-07-21,Sunday,Clear,Poha,Other,Lunch,40.29,31.63,8.66
2024-07-22,Monday,Cloudy,Palak Paneer,Curry/Dal,Dinner,48.91,46.4,2.51
2024-07-23,Tuesday,Clear,Jeera Rice,Rice,Breakfast,46.94,36.71,10.23
2024-07-23,Tuesday,Clear,Dal Makhani,Curry/Dal,Lunch,41.56,35.76,5.8
2024-07-24,Wednesday,Heavy Rain,Jeera Rice,Rice,Lunch,56.19,36.23,19.96
2024-07-24,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,41.7,31.57,10.13
2024-07-25,Thursday,Cloudy,Poha,Other,Dinner,45.32,37.91,7.4
2024-07-25,Thursday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,51.06,39.89,11.17
2024-07-26,Friday,Light Rain,Gulab Jamun,Dessert,Breakfast,42.8,39.94,2.85
2024-07-26,Friday,Light Rain,Mix Veg,Dry Veg,Lunch,51.79,34.47,17.32
2024-07-26,Friday,Light Rain,Plain Roti,Bread/Roti,Dinner,51.97,39.68,12.29
2024-07-27,Saturday,Light Rain,Jeera Rice,Rice,Dinner,51.58,28.39,23.19
2024-07-27,Saturday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,46.68,33.48,13.2
2024-07-27,Saturday,Light Rain,Plain Roti,Bread/Roti,Dinner,47.57,32.12,15.45
2024-07-28,Sunday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,57.0,35.59,21.41
2024-07-28,Sunday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,53.61,31.42,22.19
2024-07-28,Sunday,Cloudy,Plain Roti,Bread/Roti,Lunch,41.89,29.71,12.19
2024-07-29,Monday,Cloudy,Gulab Jamun,Dessert,Breakfast,50.05,35.08,14.96
2024-07-29,Monday,Cloudy,Jeera Rice,Rice,Dinner,43.97,36.46,7.51
2024-07-30,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,45.59,33.76,11.83
2024-07-30,Tuesday,Light Rain,Jeera Rice,Rice,Breakfast,45.3,40.08,5.22
2024-07-30,Tuesday,Light Rain,Mix Veg,Dry Veg,Lunch,53.99,43.33,10.67
2024-07-31,Wednesday,Clear,Gulab Jamun,Dessert,Lunch,41.51,31.08,10.42
2024-07-31,Wednesday,Clear,Dal Makhani,Curry/Dal,Lunch,43.68,33.41,10.27
2024-08-01,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,56.59,50.8,5.79
2024-08-01,Thursday,Light Rain,Jeera Rice,Rice,Lunch,40.67,31.31,9.36
2024-08-01,Thursday,Light Rain,Gulab Jamun,Dessert,Lunch,45.47,43.19,2.28
2024-08-02,Friday,Cloudy,Poha,Other,Lunch,55.82,42.05,13.77
2024-08-02,Friday,Cloudy,Plain Roti,Bread/Roti,Dinner,44.72,35.03,9.68
2024-08-02,Friday,Cloudy,Poha,Other,Breakfast,40.6,38.39,2.21
2024-08-03,Saturday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,48.31,29.92,18.39
2024-08-04,Sunday,Cloudy,Gulab Jamun,Dessert,Dinner,50.13,37.14,12.99
2024-08-04,Sunday,Cloudy,Plain Roti,Bread/Roti,Breakfast,55.11,32.42,22.69
2024-08-05,Monday,Clear,Palak Paneer,Curry/Dal,Dinner,59.73,48.36,11.37
2024-08-05,Monday,Clear,Aloo Gobhi,Dry Veg,Lunch,53.65,48.09,5.56
2024-08-05,Monday,Clear,Gulab Jamun,Dessert,Lunch,48.69,40.96,7.73
2024-08-06,Tuesday,Light Rain,Gulab Jamun,Dessert,Lunch,58.28,47.12,11.16
2024-08-06,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Lunch,59.52,46.03,13.49
2024-08-06,Tuesday,Light Rain,Jeera Rice,Rice,Lunch,59.49,49.02,10.47
2024-08-07,Wednesday,Light Rain,Jeera Rice,Rice,Lunch,49.91,35.37,14.54
2024-08-08,Thursday,Clear,Poha,Other,Dinner,57.77,48.97,8.81
2024-08-09,Friday,Light Rain,Plain Roti,Bread/Roti,Dinner,48.11,37.46,10.65
2024-08-09,Friday,Light Rain,Mix Veg,Dry Veg,Breakfast,45.13,36.68,8.45
2024-08-09,Friday,Light Rain,Gulab Jamun,Dessert,Dinner,50.46,45.5,4.96
2024-08-10,Saturday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,54.63,27.01,27.62
2024-08-10,Saturday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,47.06,25.07,21.99
2024-08-11,Sunday,Cloudy,Gulab Jamun,Dessert,Lunch,52.28,33.55,18.72
2024-08-11,Sunday,Cloudy,Palak Paneer,Curry/Dal,Dinner,44.44,25.13,19.31
2024-08-11,Sunday,Cloudy,Gulab Jamun,Dessert,Breakfast,46.78,31.06,15.72
2024-08-12,Monday,Heavy Rain,Poha,Other,Dinner,52.18,31.67,20.51
2024-08-12,Monday,Heavy Rain,Gulab Jamun,Dessert,Dinner,54.9,33.38,21.52
2024-08-13,Tuesday,Clear,Mix Veg,Dry Veg,Breakfast,52.7,42.15,10.55
2024-08-13,Tuesday,Clear,Dal Makhani,Curry/Dal,Lunch,42.15,35.87,6.28
2024-08-13,Tuesday,Clear,Palak Paneer,Curry/Dal,Lunch,58.27,54.44,3.83
2024-08-14,Wednesday,Heavy Rain,Poha,Other,Breakfast,53.53,35.81,17.72
2024-08-14,Wednesday,Heavy Rain,Jeera Rice,Rice,Breakfast,47.33,38.24,9.09
2024-08-14,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,41.5,27.51,13.98
2024-08-15,Thursday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,52.35,41.96,10.39
2024-08-15,Thursday,Cloudy,Jeera Rice,Rice,Breakfast,57.84,46.0,11.84
2024-08-15,Thursday,Cloudy,Jeera Rice,Rice,Breakfast,47.6,40.31,7.29
2024-08-16,Friday,Cloudy,Mix Veg,Dry Veg,Lunch,41.87,32.18,9.69
2024-08-16,Friday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,47.06,43.62,3.45
2024-08-17,Saturday,Heavy Rain,Jeera Rice,Rice,Dinner,55.8,27.83,27.97
2024-08-17,Saturday,Heavy Rain,Poha,Other,Lunch,51.71,28.85,22.86
2024-08-17,Saturday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,46.89,22.48,24.41
2024-08-18,Sunday,Clear,Mix Veg,Dry Veg,Breakfast,53.71,27.15,26.56
2024-08-19,Monday,Heavy Rain,Jeera Rice,Rice,Dinner,45.09,35.39,9.7
2024-08-20,Tuesday,Clear,Dal Makhani,Curry/Dal,Breakfast,52.55,38.03,14.52
2024-08-20,Tuesday,Clear,Dal Makhani,Curry/Dal,Dinner,45.97,33.91,12.06
2024-08-20,Tuesday,Clear,Poha,Other,Breakfast,41.11,38.81,2.3
2024-08-21,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,42.48,30.31,12.16
2024-08-21,Wednesday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,48.41,38.14,10.27
2024-08-21,Wednesday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,53.1,35.29,17.81
2024-08-22,Thursday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,58.84,36.25,22.59
2024-08-23,Friday,Heavy Rain,Poha,Other,Dinner,52.23,43.89,8.34
2024-08-24,Saturday,Light Rain,Dal Makhani,Curry/Dal,Dinner,52.36,29.94,22.42
2024-08-24,Saturday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,54.52,42.79,11.73
2024-08-24,Saturday,Light Rain,Jeera Rice,Rice,Lunch,49.86,32.78,17.08
2024-08-25,Sunday,Light Rain,Gulab Jamun,Dessert,Dinner,45.7,34.35,11.35
2024-08-25,Sunday,Light Rain,Mix Veg,Dry Veg,Lunch,40.88,24.28,16.6
2024-08-26,Monday,Heavy Rain,Jeera Rice,Rice,Dinner,55.95,45.89,10.06
2024-08-27,Tuesday,Cloudy,Gulab Jamun,Dessert,Breakfast,49.33,43.29,6.04
2024-08-28,Wednesday,Light Rain,Jeera Rice,Rice,Lunch,58.21,45.77,12.44
2024-08-29,Thursday,Clear,Jeera Rice,Rice,Breakfast,49.42,40.41,9.01
2024-08-29,Thursday,Clear,Jeera Rice,Rice,Dinner,50.18,43.32,6.86
2024-08-30,Friday,Light Rain,Plain Roti,Bread/Roti,Breakfast,52.17,41.78,10.4
2024-08-31,Saturday,Light Rain,Poha,Other,Dinner,53.24,31.68,21.56
2024-09-01,Sunday,Cloudy,Jeera Rice,Rice,Lunch,59.58,33.42,26.16
2024-09-02,Monday,Light Rain,Palak Paneer,Curry/Dal,Dinner,47.81,43.45,4.36
2024-09-03,Tuesday,Cloudy,Gulab Jamun,Dessert,Dinner,40.76,30.73,10.03
2024-09-03,Tuesday,Cloudy,Poha,Other,Lunch,56.45,42.46,13.99
2024-09-04,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,51.05,43.03,8.02
2024-09-05,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,58.2,42.23,15.97
2024-09-05,Thursday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,46.01,39.03,6.99
2024-09-06,Friday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,44.79,34.82,9.97
2024-09-07,Saturday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,58.51,43.64,14.87
2024-09-07,Saturday,Light Rain,Poha,Other,Breakfast,59.28,33.13,26.15
2024-09-07,Saturday,Light Rain,Poha,Other,Breakfast,51.52,40.95,10.57
2024-09-08,Sunday,Cloudy,Mix Veg,Dry Veg,Lunch,49.63,33.73,15.9
2024-09-08,Sunday,Cloudy,Jeera Rice,Rice,Lunch,52.08,37.86,14.22
2024-09-09,Monday,Light Rain,Dal Makhani,Curry/Dal,Lunch,48.07,39.49,8.58
2024-09-09,Monday,Light Rain,Jeera Rice,Rice,Lunch,59.28,49.78,9.49
2024-09-10,Tuesday,Cloudy,Gulab Jamun,Dessert,Breakfast,43.04,38.85,4.19
2024-09-10,Tuesday,Cloudy,Mix Veg,Dry Veg,Dinner,54.52,45.03,9.48
2024-09-10,Tuesday,Cloudy,Mix Veg,Dry Veg,Lunch,41.8,34.14,7.66
2024-09-11,Wednesday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,59.09,52.92,6.17
2024-09-12,Thursday,Cloudy,Plain Roti,Bread/Roti,Breakfast,44.87,36.42,8.45
2024-09-13,Friday,Light Rain,Plain Roti,Bread/Roti,Breakfast,44.86,36.28,8.58
2024-09-13,Friday,Light Rain,Jeera Rice,Rice,Breakfast,49.06,37.97,11.09
2024-09-14,Saturday,Cloudy,Jeera Rice,Rice,Breakfast,57.97,33.28,24.69
2024-09-15,Sunday,Clear,Palak Paneer,Curry/Dal,Breakfast,53.62,29.49,24.13
2024-09-15,Sunday,Clear,Poha,Other,Breakfast,48.07,33.8,14.28
2024-09-16,Monday,Cloudy,Dal Makhani,Curry/Dal,Dinner,46.45,34.64,11.81
2024-09-16,Monday,Cloudy,Poha,Other,Dinner,57.3,48.34,8.97
2024-09-16,Monday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,51.41,38.09,13.31
2024-09-17,Tuesday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,50.03,30.81,19.22
2024-09-17,Tuesday,Heavy Rain,Mix Veg,Dry Veg,Dinner,41.82,23.48,18.34
2024-09-17,Tuesday,Heavy Rain,Mix Veg,Dry Veg,Dinner,58.38,37.81,20.57
2024-09-18,Wednesday,Light Rain,Poha,Other,Dinner,41.4,32.39,9.01
2024-09-18,Wednesday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,52.33,44.45,7.88
2024-09-18,Wednesday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,44.13,33.6,10.53
2024-09-19,Thursday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,45.07,34.76,10.32
2024-09-19,Thursday,Heavy Rain,Jeera Rice,Rice,Dinner,40.87,32.1,8.78
2024-09-19,Thursday,Heavy Rain,Poha,Other,Dinner,59.9,37.46,22.44
2024-09-20,Friday,Heavy Rain,Poha,Other,Dinner,42.04,29.62,12.42
2024-09-20,Friday,Heavy Rain,Poha,Other,Dinner,50.14,40.51,9.63
2024-09-20,Friday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,48.35,34.24,14.11
2024-09-21,Saturday,Cloudy,Dal Makhani,Curry/Dal,Lunch,40.79,28.02,12.77
2024-09-21,Saturday,Cloudy,Gulab Jamun,Dessert,Dinner,48.65,33.82,14.83
2024-09-22,Sunday,Clear,Dal Makhani,Curry/Dal,Breakfast,53.55,36.98,16.58
2024-09-23,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,46.0,34.82,11.19
2024-09-24,Tuesday,Cloudy,Plain Roti,Bread/Roti,Lunch,44.77,32.38,12.4
2024-09-24,Tuesday,Cloudy,Palak Paneer,Curry/Dal,Lunch,56.73,49.74,6.99
2024-09-25,Wednesday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,46.24,30.71,15.52
2024-09-25,Wednesday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,57.83,42.14,15.69
2024-09-26,Thursday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,54.2,37.25,16.95
2024-09-27,Friday,Cloudy,Dal Makhani,Curry/Dal,Dinner,41.63,38.02,3.61
2024-09-28,Saturday,Heavy Rain,Mix Veg,Dry Veg,Dinner,43.08,23.56,19.52
2024-09-28,Saturday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,45.94,24.99,20.94
2024-09-29,Sunday,Cloudy,Jeera Rice,Rice,Breakfast,41.06,23.17,17.89
2024-09-29,Sunday,Cloudy,Jeera Rice,Rice,Dinner,47.38,32.13,15.24
2024-09-29,Sunday,Cloudy,Gulab Jamun,Dessert,Dinner,43.05,28.6,14.45
2024-09-30,Monday,Light Rain,Plain Roti,Bread/Roti,Lunch,57.4,46.98,10.41
2024-10-01,Tuesday,Clear,Plain Roti,Bread/Roti,Lunch,47.12,33.89,13.23
2024-10-02,Wednesday,Light Rain,Palak Paneer,Curry/Dal,Dinner,42.62,35.46,7.15
2024-10-03,Thursday,Light Rain,Palak Paneer,Curry/Dal,Dinner,58.36,41.56,16.8
2024-10-03,Thursday,Light Rain,Dal Makhani,Curry/Dal,Lunch,55.56,50.83,4.73
2024-10-03,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,41.44,29.77,11.68
2024-10-04,Friday,Clear,Aloo Gobhi,Dry Veg,Breakfast,53.72,46.26,7.46
2024-10-05,Saturday,Clear,Dal Makhani,Curry/Dal,Dinner,46.59,27.55,19.03
2024-10-05,Saturday,Clear,Aloo Gobhi,Dry Veg,Lunch,41.04,28.04,13.01
2024-10-05,Saturday,Clear,Mix Veg,Dry Veg,Dinner,53.7,30.72,22.97
2024-10-06,Sunday,Cloudy,Poha,Other,Lunch,55.13,39.38,15.75
2024-10-06,Sunday,Cloudy,Palak Paneer,Curry/Dal,Dinner,48.16,37.36,10.8
2024-10-06,Sunday,Cloudy,Gulab Jamun,Dessert,Breakfast,45.75,30.31,15.43
2024-10-07,Monday,Cloudy,Jeera Rice,Rice,Breakfast,58.71,45.25,13.46
2024-10-08,Tuesday,Clear,Dal Makhani,Curry/Dal,Lunch,52.46,41.78,10.68
2024-10-09,Wednesday,Heavy Rain,Gulab Jamun,Dessert,Lunch,54.57,40.96,13.61
2024-10-09,Wednesday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,52.44,38.47,13.97
2024-10-10,Thursday,Heavy Rain,Mix Veg,Dry Veg,Lunch,50.76,36.41,14.35
2024-10-10,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,43.59,27.56,16.03
2024-10-10,Thursday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,52.13,31.29,20.84
2024-10-11,Friday,Light Rain,Jeera Rice,Rice,Dinner,50.87,38.59,12.28
2024-10-11,Friday,Light Rain,Poha,Other,Breakfast,57.85,43.22,14.63
2024-10-12,Saturday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,41.21,26.03,15.19
2024-10-12,Saturday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,49.49,24.65,24.84
2024-10-13,Sunday,Clear,Mix Veg,Dry Veg,Dinner,58.91,35.82,23.1
2024-10-14,Monday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,44.95,42.29,2.66
2024-10-14,Monday,Light Rain,Gulab Jamun,Dessert,Lunch,40.22,37.2,3.02
2024-10-15,Tuesday,Clear,Aloo Gobhi,Dry Veg,Breakfast,44.71,37.16,7.55
2024-10-15,Tuesday,Clear,Jeera Rice,Rice,Breakfast,54.08,50.28,3.79
2024-10-16,Wednesday,Clear,Poha,Other,Breakfast,59.09,41.95,17.14
2024-10-16,Wednesday,Clear,Plain Roti,Bread/Roti,Breakfast,56.84,45.28,11.55
2024-10-16,Wednesday,Clear,Dal Makhani,Curry/Dal,Dinner,57.25,49.3,7.96
2024-10-17,Thursday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,45.92,36.77,9.15
2024-10-17,Thursday,Cloudy,Palak Paneer,Curry/Dal,Lunch,58.91,54.46,4.46
2024-10-18,Friday,Clear,Jeera Rice,Rice,Lunch,40.63,35.74,4.88
2024-10-19,Saturday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,45.33,28.49,16.84
2024-10-19,Saturday,Light Rain,Gulab Jamun,Dessert,Lunch,54.29,39.78,14.52
2024-10-20,Sunday,Cloudy,Palak Paneer,Curry/Dal,Dinner,52.08,41.49,10.59
2024-10-20,Sunday,Cloudy,Plain Roti,Bread/Roti,Dinner,45.67,35.4,10.27
2024-10-21,Monday,Cloudy,Plain Roti,Bread/Roti,Breakfast,50.9,47.34,3.56
2024-10-21,Monday,Cloudy,Mix Veg,Dry Veg,Lunch,49.51,33.25,16.26
2024-10-22,Tuesday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,41.48,29.25,12.23
2024-10-22,Tuesday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,58.12,42.54,15.57
2024-10-22,Tuesday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,44.86,38.42,6.44
2024-10-23,Wednesday,Heavy Rain,Poha,Other,Lunch,53.57,33.41,20.16
2024-10-23,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,50.63,35.89,14.74
2024-10-23,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,56.79,43.94,12.85
2024-10-24,Thursday,Light Rain,Gulab Jamun,Dessert,Breakfast,41.78,31.6,10.18
2024-10-25,Friday,Clear,Gulab Jamun,Dessert,Breakfast,42.9,38.44,4.46
2024-10-25,Friday,Clear,Palak Paneer,Curry/Dal,Dinner,46.04,32.28,13.76
2024-10-26,Saturday,Cloudy,Gulab Jamun,Dessert,Breakfast,53.3,37.17,16.13
2024-10-27,Sunday,Heavy Rain,Jeera Rice,Rice,Lunch,44.36,28.58,15.78
2024-10-27,Sunday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,56.78,38.25,18.52
2024-10-27,Sunday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,49.19,27.18,22.0
2024-10-28,Monday,Light Rain,Jeera Rice,Rice,Breakfast,57.41,42.27,15.14
2024-10-28,Monday,Light Rain,Mix Veg,Dry Veg,Breakfast,54.52,42.23,12.29
2024-10-28,Monday,Light Rain,Mix Veg,Dry Veg,Dinner,47.51,37.78,9.73
2024-10-29,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Lunch,54.77,51.76,3.01
2024-10-29,Tuesday,Light Rain,Mix Veg,Dry Veg,Lunch,55.36,46.72,8.64
2024-10-30,Wednesday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,56.9,40.99,15.91
2024-10-31,Thursday,Clear,Gulab Jamun,Dessert,Breakfast,56.18,43.51,12.68
2024-10-31,Thursday,Clear,Dal Makhani,Curry/Dal,Lunch,57.76,45.85,11.91
2024-11-01,Friday,Light Rain,Mix Veg,Dry Veg,Dinner,58.79,48.58,10.21
2024-11-01,Friday,Light Rain,Gulab Jamun,Dessert,Lunch,50.13,41.35,8.78
2024-11-02,Saturday,Light Rain,Palak Paneer,Curry/Dal,Dinner,55.57,31.47,24.1
2024-11-02,Saturday,Light Rain,Gulab Jamun,Dessert,Lunch,40.83,29.53,11.3
2024-11-02,Saturday,Light Rain,Jeera Rice,Rice,Dinner,43.1,29.61,13.5
2024-11-03,Sunday,Clear,Jeera Rice,Rice,Lunch,42.31,29.99,12.32
2024-11-03,Sunday,Clear,Poha,Other,Lunch,50.62,30.56,20.06
2024-11-04,Monday,Heavy Rain,Poha,Other,Dinner,42.98,30.96,12.03
2024-11-05,Tuesday,Clear,Dal Makhani,Curry/Dal,Lunch,55.32,47.95,7.37
2024-11-05,Tuesday,Clear,Mix Veg,Dry Veg,Breakfast,41.98,29.41,12.57
2024-11-05,Tuesday,Clear,Plain Roti,Bread/Roti,Dinner,53.86,40.74,13.12
2024-11-06,Wednesday,Clear,Plain Roti,Bread/Roti,Lunch,51.24,44.15,7.09
2024-11-06,Wednesday,Clear,Mix Veg,Dry Veg,Lunch,40.48,26.78,13.71
2024-11-07,Thursday,Light Rain,Plain Roti,Bread/Roti,Breakfast,49.71,41.21,8.5
2024-11-07,Thursday,Light Rain,Mix Veg,Dry Veg,Lunch,47.7,35.12,12.57
2024-11-08,Friday,Cloudy,Dal Makhani,Curry/Dal,Dinner,51.78,49.03,2.74
2024-11-08,Friday,Cloudy,Palak Paneer,Curry/Dal,Lunch,42.16,36.44,5.72
2024-11-08,Friday,Cloudy,Gulab Jamun,Dessert,Dinner,42.34,34.11,8.22
2024-11-09,Saturday,Clear,Plain Roti,Bread/Roti,Dinner,41.68,26.24,15.44
2024-11-09,Saturday,Clear,Poha,Other,Breakfast,56.11,42.94,13.17
2024-11-09,Saturday,Clear,Poha,Other,Dinner,40.4,31.31,9.08
2024-11-10,Sunday,Heavy Rain,Poha,Other,Lunch,54.33,33.33,21.0
2024-11-10,Sunday,Heavy Rain,Gulab Jamun,Dessert,Lunch,52.68,35.29,17.39
2024-11-11,Monday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,54.84,37.25,17.59
2024-11-12,Tuesday,Heavy Rain,Poha,Other,Lunch,55.62,45.85,9.77
2024-11-12,Tuesday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,48.85,41.31,7.54
2024-11-12,Tuesday,Heavy Rain,Jeera Rice,Rice,Dinner,54.43,38.75,15.68
2024-11-13,Wednesday,Cloudy,Gulab Jamun,Dessert,Lunch,44.91,37.21,7.7
2024-11-14,Thursday,Clear,Aloo Gobhi,Dry Veg,Breakfast,55.92,47.34,8.58
2024-11-14,Thursday,Clear,Palak Paneer,Curry/Dal,Breakfast,44.06,37.49,6.57
2024-11-15,Friday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,56.58,44.54,12.04
2024-11-15,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,44.5,29.82,14.68
2024-11-16,Saturday,Cloudy,Plain Roti,Bread/Roti,Breakfast,51.33,38.74,12.59
2024-11-16,Saturday,Cloudy,Mix Veg,Dry Veg,Breakfast,44.49,25.25,19.25
2024-11-17,Sunday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,49.68,24.06,25.62
2024-11-18,Monday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,44.12,39.44,4.68
2024-11-18,Monday,Light Rain,Poha,Other,Lunch,40.35,31.79,8.56
2024-11-19,Tuesday,Clear,Gulab Jamun,Dessert,Lunch,44.15,33.37,10.78
2024-11-19,Tuesday,Clear,Aloo Gobhi,Dry Veg,Lunch,59.45,45.63,13.82
2024-11-19,Tuesday,Clear,Poha,Other,Breakfast,57.42,48.27,9.15
2024-11-20,Wednesday,Cloudy,Gulab Jamun,Dessert,Lunch,41.05,36.89,4.16
2024-11-21,Thursday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,57.02,53.28,3.74
2024-11-21,Thursday,Light Rain,Mix Veg,Dry Veg,Breakfast,43.46,27.53,15.93
2024-11-22,Friday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,43.28,39.0,4.29
2024-11-22,Friday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,52.5,39.01,13.49
2024-11-23,Saturday,Light Rain,Jeera Rice,Rice,Breakfast,44.3,24.81,19.49
2024-11-23,Saturday,Light Rain,Mix Veg,Dry Veg,Breakfast,46.24,21.33,24.91
2024-11-23,Saturday,Light Rain,Palak Paneer,Curry/Dal,Lunch,46.84,28.46,18.38
2024-11-24,Sunday,Heavy Rain,Poha,Other,Lunch,44.6,20.84,23.76
2024-11-25,Monday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,44.11,40.99,3.12
2024-11-26,Tuesday,Heavy Rain,Poha,Other,Lunch,53.57,45.19,8.38
2024-11-26,Tuesday,Heavy Rain,Jeera Rice,Rice,Breakfast,42.96,33.26,9.7
2024-11-27,Wednesday,Cloudy,Poha,Other,Dinner,41.45,37.18,4.27
2024-11-27,Wednesday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,42.46,34.85,7.6
2024-11-28,Thursday,Light Rain,Gulab Jamun,Dessert,Dinner,51.22,45.19,6.03
2024-11-28,Thursday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,52.35,45.66,6.69
2024-11-28,Thursday,Light Rain,Mix Veg,Dry Veg,Breakfast,43.46,27.21,16.25
2024-11-29,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,53.03,38.12,14.9
2024-11-29,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,42.24,35.55,6.69
2024-11-30,Saturday,Clear,Dal Makhani,Curry/Dal,Breakfast,41.54,29.07,12.47
2024-11-30,Saturday,Clear,Plain Roti,Bread/Roti,Dinner,49.68,31.65,18.04
2024-12-01,Sunday,Heavy Rain,Jeera Rice,Rice,Breakfast,52.56,32.21,20.35
2024-12-02,Monday,Heavy Rain,Gulab Jamun,Dessert,Lunch,51.3,31.94,19.35
2024-12-02,Monday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,49.01,38.52,10.49
2024-12-02,Monday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,57.98,41.41,16.56
2024-12-03,Tuesday,Cloudy,Jeera Rice,Rice,Dinner,43.33,36.32,7.01
2024-12-04,Wednesday,Cloudy,Dal Makhani,Curry/Dal,Lunch,57.16,47.49,9.67
